1.231599999999999966e+02,2.741600000000000250e+02,5.000000000000000000e+01
1.571999999999999886e+02,2.614399999999999977e+02,5.000000000000000000e+01
1.678899999999999864e+02,1.941399999999999864e+02,5.000000000000000000e+01
1.526200000000000045e+02,1.555999999999999943e+02,5.000000000000000000e+01
1.386699999999999875e+02,1.455300000000000011e+02,5.000000000000000000e+01
1.441200000000000045e+02,1.462100000000000080e+02,5.000000000000000000e+01
2.028300000000000125e+02,1.443899999999999864e+02,5.000000000000000000e+01
2.306699999999999875e+02,1.583400000000000034e+02,5.000000000000000000e+01
3.092200000000000273e+02,2.049399999999999977e+02,5.000000000000000000e+01
3.263399999999999750e+02,2.547500000000000000e+02,5.000000000000000000e+01
3.370299999999999727e+02,2.981999999999999886e+02,5.000000000000000000e+01
3.685699999999999932e+02,2.744300000000000068e+02,5.000000000000000000e+01
3.726000000000000227e+02,1.405399999999999920e+02,5.000000000000000000e+01
3.466700000000000159e+02,1.354699999999999989e+02,5.000000000000000000e+01
3.882400000000000091e+02,7.871299999999999386e+01,5.000000000000000000e+01
3.630400000000000205e+02,6.299399999999999977e+01,5.000000000000000000e+01
2.983000000000000114e+02,4.261599999999999966e+01,5.000000000000000000e+01
2.893799999999999955e+02,9.147100000000000364e+01,5.000000000000000000e+01
2.599399999999999977e+02,8.406999999999999318e+01,5.000000000000000000e+01
2.248600000000000136e+02,1.089399999999999977e+02,5.000000000000000000e+01
1.930999999999999943e+02,9.221399999999999864e+01,5.000000000000000000e+01
2.850699999999999932e+02,-6.765300000000000580e+01,5.000000000000000000e+01
3.134399999999999977e+02,-7.778199999999999648e+01,5.000000000000000000e+01
3.510099999999999909e+02,-4.733299999999999841e+01,5.000000000000000000e+01
3.926800000000000068e+02,-7.586199999999999477e+01,5.000000000000000000e+01
3.693999999999999773e+02,-8.695600000000000307e+01,5.000000000000000000e+01
3.779900000000000091e+02,-1.408100000000000023e+02,5.000000000000000000e+01
3.457099999999999795e+02,-1.657400000000000091e+02,5.000000000000000000e+01
3.575699999999999932e+02,-1.895399999999999920e+02,5.000000000000000000e+01
3.723700000000000045e+02,-1.938899999999999864e+02,5.000000000000000000e+01
3.801499999999999773e+02,-1.916299999999999955e+02,5.000000000000000000e+01
3.653299999999999841e+02,-2.849200000000000159e+02,5.000000000000000000e+01
3.171499999999999773e+02,-2.475000000000000000e+02,5.000000000000000000e+01
3.165699999999999932e+02,-1.655000000000000000e+02,5.000000000000000000e+01
2.605600000000000023e+02,-2.146899999999999977e+02,5.000000000000000000e+01
2.026100000000000136e+02,-2.250800000000000125e+02,5.000000000000000000e+01
1.795900000000000034e+02,-2.364499999999999886e+02,5.000000000000000000e+01
1.603600000000000136e+02,-2.853399999999999750e+02,5.000000000000000000e+01
1.448799999999999955e+02,-2.408899999999999864e+02,5.000000000000000000e+01
1.634000000000000057e+02,-1.949900000000000091e+02,5.000000000000000000e+01
1.503000000000000114e+02,-1.726999999999999886e+02,5.000000000000000000e+01
1.603300000000000125e+02,-1.094899999999999949e+02,5.000000000000000000e+01
2.137199999999999989e+02,-1.557100000000000080e+02,5.000000000000000000e+01
2.474300000000000068e+02,-1.258900000000000006e+02,5.000000000000000000e+01
2.481899999999999977e+02,-8.423600000000000421e+01,5.000000000000000000e+01
1.896200000000000045e+02,-2.204400000000000048e+01,5.000000000000000000e+01
1.595200000000000102e+02,-4.539900000000000091e+01,5.000000000000000000e+01
1.241700000000000017e+02,-2.526800000000000068e+01,5.000000000000000000e+01
1.110999999999999943e+02,-4.238700000000000045e+01,5.000000000000000000e+01
1.255600000000000023e+02,3.499199999999999733e+01,5.000000000000000000e+01
