1.148585639585080420e+00,3.349632941427009847e-01,4.717610047609377411e-01,-0.000000000000000000e+00,7.640720278912578323e-01,1.993007014004712918e+00
1.029432369867869346e+00,3.488897632976259433e-01,4.522041779899261260e-01,-0.000000000000000000e+00,7.697023855073444887e-01,2.112160283721923992e+00
8.577792988813546238e-01,1.958647716916493975e-01,6.558665684645359484e-01,2.228373468964095593e-16,7.190649866387112121e-01,2.283813354708438492e+00
7.950662808138293514e-01,6.318240230812666169e-02,8.103951375702491688e-01,-0.000000000000000000e+00,6.972187869165207275e-01,2.346526372775963765e+00
8.095314081643155690e-01,7.988063101693754220e-05,8.760752611721336347e-01,-0.000000000000000000e+00,6.946411849917459858e-01,2.332061245425477658e+00
7.925967439744245890e-01,1.640675473492780867e-02,8.595743112227463012e-01,-0.000000000000000000e+00,6.948152608372224481e-01,2.348995909615368749e+00
6.186526697694256782e-01,1.704850880845696359e-01,6.870960963581930203e-01,-0.000000000000000000e+00,7.132151423521337907e-01,2.522939983820367438e+00
6.015639170964784954e-01,2.701181447024206816e-01,5.602128557028269729e-01,1.996082537975263030e-16,7.404653263896491255e-01,2.540028736493314732e+00
5.852961490405711453e-01,5.514829827250029570e-01,1.482115875284346074e-01,-8.704940855963399681e-17,8.711017565414590491e-01,2.556296504549222082e+00
6.628163556175951099e-01,6.893947327536349423e-01,-7.583693056905049801e-02,-0.000000000000000000e+00,9.572385246103123357e-01,2.478776297972198339e+00
7.243466631425896640e-01,8.149071470591655597e-01,-2.887647043816158332e-01,-0.000000000000000000e+00,1.044653884117346943e+00,2.417245990447203674e+00
6.400235356221026795e-01,8.505691952518061871e-01,-3.505591507552255903e-01,-7.886349563895808048e-17,1.070786282298315850e+00,2.501569117967690659e+00
3.606869510410917745e-01,6.377620325818046387e-01,9.398606986241106465e-03,-0.000000000000000000e+00,9.236356872268509655e-01,2.780905702548701619e+00
3.725286589298125173e-01,5.553204581862698497e-01,1.421419864746928940e-01,-0.000000000000000000e+00,8.733338821339339253e-01,2.769063994659980654e+00
2.000318058981567226e-01,6.310464735788859914e-01,2.037148935011384027e-02,-0.000000000000000000e+00,9.193783638658968860e-01,2.941560847691636393e+00
1.718074106968058290e-01,5.436918703176184531e-01,1.605028492805627705e-01,-0.000000000000000000e+00,8.666016071967151957e-01,2.969785242892987398e+00
1.419026865138130200e-01,3.373624687454590543e-01,4.684055581348219865e-01,-1.430971111031294027e-17,7.650282999146155172e-01,2.999689967075980235e+00
