395.07,241.06,0
206.84,-48.289,0
187.11,-85.123,0
396.3,-6.6075,0
341.37,-146.42,0
154.84,257.5,0
418.79,-19.946,0
304.61,-147.6,0
313.36,-41.269,0
331.93,121.52,0
378.13,-58.602,0
406.6,-190.9,0
264.86,213.75,0
175.39,50.521,0
370.16,-75.853,0
249.6,-166.98,0
401.92,-168.6,0
261.52,13.339,0
398.46,-39.946,0
202.96,144.78,0
188.86,-257.73,0
413.97,208.4,0
163.22,107.93,0
356.02,-218.01,0
370.13,215.04,0
281.15,-180.1,0
263.95,64.404,0
443.9,25.827,0
269.7,-202.61,0
282.06,-296.61,0
197.04,162.89,0
247.81,158.87,0
244.22,-47.358,0
418.35,-265.91,0
224.11,51.448,0
243.2,-195.51,0
272.66,137.17,0
362.4,20.575,0
193.09,-148.16,0
411.4,250.23,0
174.95,154.92,0
288.52,232.22,0
159.12,-258.72,0
375.96,-189.88,0
360.01,142.24,0
214.35,118.03,0
353.97,166.2,0
317.19,1.1421,0
405.2,-44.702,0
317.57,66.742,0
716.63,-270.09,0
520.72,27.532,0
708.62,265.9,0
663.81,-107.12,0
711.97,183.88,0
731.46,60.839,0
492.77,173.77,0
568.78,179.51,0
744.19,-270.26,0
643.79,-130.08,0
719.03,92.074,0
595.19,-6.2068,0
455.21,283.71,0
637.24,149.09,0
520.1,40.705,0
608.7,-120.62,0
667.77,-146.33,0
632.62,231.94,0
626.92,-31.919,0
580.6,189.59,0
524.01,-241,0
579.26,215.76,0
454.04,-283.42,0
633.04,239.49,0
737.43,239.96,0
479.54,14.464,0
461.64,-227.88,0
715.98,-193.32,0
524.84,123.66,0
453.67,198.82,0
694.66,-279.1,0
493.01,154.7,0
714.08,274.27,0
479.52,-94.278,0
556.42,82.946,0
628.43,-94.197,0
625.97,-170.12,0
650.64,171.72,0
644.76,133.85,0
580.58,-132.7,0
492.79,49.459,0
675.83,-47.397,0
523.29,-244.76,0
645.49,-285.58,0
707.35,-5.3125,0
476.23,-133.04,0
741.65,-96.146,0
460.41,-127.59,0
700.79,-197.46,0
700.88,-60.442,0
