1.000000000000000000e+00,2.481899999999999977e+02,-8.423600000000000421e+01,5.000000000000000000e+01,-3.272017157647790220e-01,2.135550450253732579e-01,6.336491793842200515e-01
1.000000000000000000e+00,2.481899999999999977e+02,-8.423600000000000421e+01,5.000000000000000000e+01,-3.272017157647790220e-01,2.551027086219822770e+00,2.645656452807662262e+00
1.000000000000000000e+00,2.481899999999999977e+02,-8.423600000000000421e+01,5.000000000000000000e+01,2.814390937825014039e+00,-2.551027086219822770e+00,6.336491793842200515e-01
1.000000000000000000e+00,2.481899999999999977e+02,-8.423600000000000421e+01,5.000000000000000000e+01,2.814390937825014039e+00,-2.135550450253735910e-01,2.645656452807662262e+00
2.000000000000000000e+00,1.255600000000000023e+02,3.499199999999999733e+01,5.000000000000000000e+01,2.717911894504761450e-01,-3.306057712678432958e-01,1.139052201432129818e+00
2.000000000000000000e+00,1.255600000000000023e+02,3.499199999999999733e+01,5.000000000000000000e+01,2.717911894504761450e-01,2.739623719029855131e+00,2.140253430759752717e+00
2.000000000000000000e+00,1.255600000000000023e+02,3.499199999999999733e+01,5.000000000000000000e+01,-2.869801464139317027e+00,-2.739623719029855131e+00,1.139052201432129818e+00
2.000000000000000000e+00,1.255600000000000023e+02,3.499199999999999733e+01,5.000000000000000000e+01,-2.869801464139317027e+00,3.306057712678431848e-01,2.140253430759752717e+00
3.000000000000000000e+00,1.386699999999999875e+02,1.455300000000000011e+02,5.000000000000000000e+01,8.095314081643155690e-01,7.988063101693754220e-05,8.760752611721336347e-01
3.000000000000000000e+00,1.386699999999999875e+02,1.455300000000000011e+02,5.000000000000000000e+01,8.095314081643155690e-01,2.653939977340766809e+00,2.403230371019748901e+00
3.000000000000000000e+00,1.386699999999999875e+02,1.455300000000000011e+02,5.000000000000000000e+01,-2.332061245425477658e+00,-2.653939977340767253e+00,8.760752611721336347e-01
3.000000000000000000e+00,1.386699999999999875e+02,1.455300000000000011e+02,5.000000000000000000e+01,-2.332061245425477658e+00,-7.988063101693754220e-05,2.403230371019748901e+00
4.000000000000000000e+00,1.595200000000000102e+02,-4.539900000000000091e+01,5.000000000000000000e+01,-2.772668941288621847e-01,-1.467709258855112164e-01,1.009117613059025365e+00
4.000000000000000000e+00,1.595200000000000102e+02,-4.539900000000000091e+01,5.000000000000000000e+01,-2.772668941288621847e-01,2.702755404576199005e+00,2.270188019132857171e+00
4.000000000000000000e+00,1.595200000000000102e+02,-4.539900000000000091e+01,5.000000000000000000e+01,2.864325759460931042e+00,-2.702755404576199449e+00,1.009117613059025365e+00
4.000000000000000000e+00,1.595200000000000102e+02,-4.539900000000000091e+01,5.000000000000000000e+01,2.864325759460931042e+00,1.467709258855114385e-01,2.270188019132857171e+00
5.000000000000000000e+00,1.110999999999999943e+02,-4.238700000000000045e+01,5.000000000000000000e+01,-3.644755517784483145e-01,-4.019156625066161448e-01,1.179868249708935224e+00
5.000000000000000000e+00,1.110999999999999943e+02,-4.238700000000000045e+01,5.000000000000000000e+01,-3.644755517784483145e-01,2.747433154858979432e+00,2.099437382482947534e+00
5.000000000000000000e+00,1.110999999999999943e+02,-4.238700000000000045e+01,5.000000000000000000e+01,2.777117101811344746e+00,-2.747433154858979876e+00,1.179868249708935224e+00
5.000000000000000000e+00,1.110999999999999943e+02,-4.238700000000000045e+01,5.000000000000000000e+01,2.777117101811344746e+00,4.019156625066155897e-01,2.099437382482947534e+00
6.000000000000000000e+00,2.026100000000000136e+02,-2.250800000000000125e+02,5.000000000000000000e+01,-8.378879572245803153e-01,3.420312228991421732e-01,4.618595207071867770e-01
6.000000000000000000e+00,2.026100000000000136e+02,-2.250800000000000125e+02,5.000000000000000000e+01,-8.378879572245803153e-01,2.472305889172267790e+00,2.817446111484695592e+00
6.000000000000000000e+00,2.026100000000000136e+02,-2.250800000000000125e+02,5.000000000000000000e+01,2.303704696365212801e+00,-2.472305889172268234e+00,4.618595207071867770e-01
