306.91,-175.36,0
247.59,-168.43,0
399.55,-104.52,0
393.09,-242.43,0
317.1,148.52,0
228.89,149.11,0
354.17,25.98,0
220.1,-97.121,0
286.93,199.4,0
265.37,31.543,0
311.58,274.53,0
447.51,235.7,0
376.57,-86.098,0
444.14,27.841,0
220.43,-91.991,0
308.57,73.682,0
165.43,177.97,0
377.06,147.52,0
330.59,-224.68,0
407.15,193.44,0
446.48,-284.91,0
428.85,-51.343,0
272.85,138.84,0
150.1,168.82,0
312.26,-79.628,0
732.16,-60.555,0
452.74,59.663,0
633.48,180.31,0
690.52,-236.96,0
520.66,192.87,0
729.81,204.65,0
679.22,-87.296,0
698.11,-41.958,0
622.47,43.344,0
687.98,120.49,0
549.38,145.48,0
517.82,154.73,0
544.4,-66.523,0
625.77,-42.419,0
699.14,273.81,0
537.85,43.783,0
571.36,209.83,0
708.76,-134.19,0
634.81,73.394,0
747.37,53.017,0
511.91,278.08,0
698.34,-248.46,0
653.08,0.29933,0
525.44,12.954,0
593.26,-245.9,0
