-9.965583854614457814e+05,-9.995446798518976721e+03
-9.965963768493719399e+05,-9.993056937187369840e+03
-9.965989683520286344e+05,-9.992719557481532320e+03
-9.965989683520286344e+05,-9.992719557481532320e+03
-9.965984840503421146e+05,-9.992794675072407699e+03
-9.965591328581298003e+05,-9.994397490865976579e+03
-9.965758260767133906e+05,-9.993791219879345590e+03
-9.965992716109353350e+05,-9.992669857352686449e+03
-9.966582292861391325e+05,-9.979119322902542990e+03
-9.965983237671985989e+05,-9.992818360032721102e+03
-9.973115447250475409e+05,-9.783102753232700707e+03
-9.965433289032272296e+05,-9.998162647861681762e+03
-9.966582292861391325e+05,-9.979119322902542990e+03
-9.966580690029956168e+05,-9.979142367072552588e+03
-9.966530391288590617e+05,-9.979757655724797587e+03
-9.966473444406434428e+05,-9.980186547315237476e+03
-9.966655770733491518e+05,-9.977854140047807959e+03
-9.966552877608821727e+05,-9.979508900225035177e+03
-9.966455572897362290e+05,-9.980847665150775356e+03
-9.966790878896447830e+05,-9.974635156384798393e+03
-9.965998534097825177e+05,-9.992562840707676514e+03
-9.966643630388003075e+05,-9.978089987581965033e+03
-9.966772065488634398e+05,-9.975140855360717978e+03
-9.966264999723810470e+05,-9.990190758641445427e+03
-9.965433289032272296e+05,-9.998162647861681762e+03
-9.966010382897864329e+05,-9.991977661986911698e+03
-9.966456984936158406e+05,-9.980254800946095202e+03
-9.966004914291577879e+05,-9.992450153917141506e+03
-9.967520514736039331e+05,-9.924419469283409853e+03
-9.966809190992282238e+05,-9.974281094421217858e+03
-9.966897242589865346e+05,-9.969739851858414113e+03
-9.971514304489151109e+05,-9.849429380636276619e+03
-9.971602072322473396e+05,-9.833671550173872674e+03
-9.966795526679446921e+05,-9.974605984346591868e+03
-9.971850797448836965e+05,-9.814912343391208196e+03
-9.966558321722078836e+05,-9.979325618278944603e+03
-9.966812000596589642e+05,-9.974048674834240956e+03
-9.965617936199216638e+05,-9.994276392274343380e+03
-9.965521783485980704e+05,-9.996749780022322739e+03
-9.966772065488634398e+05,-9.975140855360717978e+03
-9.966415472482491750e+05,-9.983696854200947200e+03
-9.966504082113738405e+05,-9.979992394795854125e+03
-9.966601192009170773e+05,-9.978832332325713651e+03
-9.966558321722078836e+05,-9.979325618278944603e+03
-9.967359992536385544e+05,-9.954733759713475592e+03
-9.967781657230125275e+05,-9.866509893524802465e+03
