-9.999763917401097715e+05,-9.999999995718102582e+03
-9.999824764354522340e+05,-9.999999933942495772e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999828719225631794e+05,-9.999999838150341020e+03
-9.999828719225631794e+05,-9.999999838150341020e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999828719225631794e+05,-9.999999838150341020e+03
-9.999828719225631794e+05,-9.999999838150341020e+03
-9.999828719225631794e+05,-9.999999838150341020e+03
-9.999819321184324799e+05,-9.999999934836365355e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999828694403191330e+05,-9.999999872235110161e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999819321184324799e+05,-9.999999934836365355e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999819321184324799e+05,-9.999999934836365355e+03
-9.999835928753193002e+05,-9.999991350230933676e+03
-9.999828719225631794e+05,-9.999999838150341020e+03
-9.999819321184324799e+05,-9.999999934836365355e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999828694403191330e+05,-9.999999872235110161e+03
-9.999835699072583811e+05,-9.999999307112495444e+03
-9.999828719225631794e+05,-9.999999838150341020e+03
-9.999836513424215373e+05,-9.999941507349580206e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999828719225631794e+05,-9.999999838150341020e+03
-9.999828694403191330e+05,-9.999999872235110161e+03
-9.999824764354522340e+05,-9.999999933942495772e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999819321184324799e+05,-9.999999934836365355e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999812950564480852e+05,-9.999999967036381349e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999812950564480852e+05,-9.999999967036381349e+03
-9.999835928753193002e+05,-9.999991350230933676e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999836543714549625e+05,-9.999928113211359232e+03
-9.999828719225631794e+05,-9.999999838150341020e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999828719225631794e+05,-9.999999838150341020e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999836317937789718e+05,-9.999988711162035543e+03
-9.999813778928782558e+05,-9.999999938049997581e+03
-9.999828719225631794e+05,-9.999999838150341020e+03
