-9.999749087925350759e+05,-9.999999943042419545e+03
-9.999781443459501024e+05,-9.999999180234712185e+03
-9.999781836255321978e+05,-9.999998598631278583e+03
-9.999783109485578025e+05,-9.999951766836649767e+03
-9.999747080790246837e+05,-9.999999978290366926e+03
-9.999781443459501024e+05,-9.999999180234712185e+03
-9.999782576159341261e+05,-9.999991497337876353e+03
-9.999778325157846557e+05,-9.999999891031648076e+03
-9.999783245972170262e+05,-9.999912733670809757e+03
-9.999782303685981315e+05,-9.999998361420215588e+03
-9.999781230332915438e+05,-9.999999835673334019e+03
-9.999783156921161572e+05,-9.999951219073116590e+03
-9.999781443459501024e+05,-9.999999180234712185e+03
