-9.999727139201202663e+05,-9.999999996662014382e+03
-9.999782917509466643e+05,-9.999999994824851456e+03
-9.999782917509466643e+05,-9.999999994824851456e+03
-9.999791899897308322e+05,-9.999999972574494677e+03
-9.999782917509466643e+05,-9.999999994824851456e+03
-9.999782917509466643e+05,-9.999999994824851456e+03
-9.999793537621018477e+05,-9.999965263009165938e+03
-9.999792443899092032e+05,-9.999999192705945461e+03
-9.999792170574304182e+05,-9.999999376791703980e+03
-9.999792260085926391e+05,-9.999999292399239494e+03
-9.999793511271522148e+05,-9.999998682525188997e+03
-9.999782917509466643e+05,-9.999999994824851456e+03
-9.999792443899092032e+05,-9.999999192705945461e+03
